sku,name,unit,current_stock,reorder_threshold,supplier_name,lead_time_days,category,notes,unit_price
BB-18580,Steel Mop,unit,1145.0,253.0,EcoClean India,7,Cleaning & Household,"The Magix Steel Mop is a mop made from Cotton yarn which enables it to have a high absorbency for water and is designed with a look which is amazing, along with easy replicable refill. This product is made from high grade material which ensures long lasting life. Rod is Steel rod Compact mop with a super absorber cotton material",360.0
BB-18581,Organic - Green Peas/Ona Batani,unit,159.0,35.0,Masala King,7,"Foodgrains, Oil & Masala","Green Peas are small, round and green, and are generally harvested in the early summer. It gives delicious taste, as a fresh Green Peas. These are low in calories and contain negligible amounts of sodium, fat and cholesterol. Vitamins A, C, K and B6 are present in plenty.",135.0
BB-18589,Kiwi - Sun Gold,unit,712.0,350.0,GreenHarvest Produce,7,Fruits & Vegetables,"With a smooth, hair-less golden brown coloured skin, sun gold kiwis taste like in between mango and strawberry with a soft and sweet yellow flesh. Full of vitality, this juicy, golden-fleshed new variety has a refreshing sweet taste with just a hint of sourness. An attractive, larger kiwi fruit with a delicate texture inside a smooth skin. Zespri Gold has a beautiful consistent shape and is delighting consumers all over the world. _x000D__x000D__x000D__x000D_
 Do not forget to check our delicious fruit recipe -  https://www.SIRA.com/cookbook/recipes/1010/lean-green-smoothie/",239.0
BB-18599,Single Line Soft Bound Long Book 19x31 Cm,unit,1148.0,245.0,HygieneFirst Supplies,7,Cleaning & Household,"We are Youva, those who constantly learn, always evolving as we grow upwards and onwards. Youva is you, always restless, never settling. Youva enables all of us, thinkers and doers of the world, to start on a fresh page, to create a brave new world. A spiral-bound book can fold all the way back upon itself and yet still remain flat, so it provides for easy reference while taking up minimal room on a desk or table. This makes spiral binding an excellent choice for reports, sales presentations, proposals, directories, cookbooks, instructional books and maintenance manuals. Because the spiral binding method allows pages to turn freely and stay put without the need to manually hold them open, it is often the best choice for bound projects that require tabbed page dividers. The product aims to give the best to students, we are aware of the difficulties and hence we thrive to make writing an effortless task for everyone. Doing things that are fun, over and over again!",62.0
BB-18603,Instant Popcorn - BBQ,unit,835.0,256.0,Chef's Basket Supplies,7,Gourmet & World Food,Instant popcorn ready in a few minutes at home. This pack includes gourmet seasoning inside for a refreshing burst of flavours. These are high expansion jumbo corn with the signature oil blend. Indulge in the sensational barbeque flavour in every pop.,27.0
BB-18608,6 Plain Flour Great Source Of Fiber,unit,79.0,98.0,FineFoods Distributors,7,Gourmet & World Food,Deli Sun 6 Plain Flour Great Source Of Fiber 360 g,195.0
BB-1861,Root Energising Oil,unit,1089.0,186.0,SoftTouch Hygiene,7,Beauty & Hygiene,"Light-weight non-sticky hair oil is enriched with Natural oil's. It is a lightweight, non-sticky nourishing oil, for healthy and stronger hair. It is infused with three exotic oils of macadamia, olive, avocado, kaya root energising oil helps strengthen hair for a healthier-looking, fuller-looking hair. This formula helps strengthen the hair roots in 90 days.",1190.0
BB-18615,Flex Body Building Shampoo - Normal To Dry,unit,245.0,578.0,Glamour Care Distributors,7,Beauty & Hygiene,"• Gentle Cleansing for flexible body & bounce to the hair, with a clean and healthy shine.
• Makes hair flexible & bouncy.
• Results in Healthy & Shiny Hair.
• Gently Cleanses Hair.
• For Normal to Dry Hair.",251.75
BB-18618,Plastic Pro Lock 4 Side Lock Container - Gray,unit,2024.0,341.0,KitchenCraft Supplies,7,"Kitchen, Garden & Pets","Airtight with four side lock lid containers
Ideal for dry food pulses and spices which ensures that flavour remains intact.
Microwave safe without lid,
100% Food Grade & BPA free.
Stackable Modular Design which helps you to organize your kitchen",119.0
BB-18619,"Deep Cleansing Soap - With Charcoal, Shea Butter & Wheat Germ Oil",bar,152.0,25.0,DermaCare Solutions,7,Beauty & Hygiene,"A deep cleansing & detoxifying bar with benefits of activated charcoal & moisturizing qualities of shea butter & wheat germ oil to draw impurities & toxins from deep within pores. This soap contains no harsh chemicals. It is an ayurvedic formulation with researched and useful ingredients. 1. The Packaging: This is a large 125 gm soap that lasts you longer. It comes with a beautiful slider box to ensure you feel great receiving the product- whether for personal use or gifting. 2. The No's: No Sulfates, No Parabens, No EDTA and No Testing on Animals. 3. The Fizzy Fern Promise: All our products are made in small batches. We're careful of what goes into our products, and understand that only the best",293.25
BB-18630,Wet Dog Food - Chicken & Vegetable Chunks In Gravy,unit,596.0,103.0,KitchenCraft Supplies,7,"Kitchen, Garden & Pets","Purepet Gravy Food provides complete nutrition for your adult dog. A complete and balanced dog food which is designed to take care of dog’s daily nutritional requirements and provide it with all the required vitamins and minerals along with moisture and nourishment for a healthy and happy life. It helps maintain digestion, skin & coat, bones & joints and overall immunity.",21.25
BB-18634,Sephra Fruit Center Filled Choco Assortments.,unit,419.0,119.0,Chef's Basket Supplies,7,Gourmet & World Food,"To wish your sweetheart with all the love of your heart, you got to have something endearing like the one displayed here. Buy Kokoleka Grand Fruit Center Filled Choco Assortments which is good in taste. It doesn't matter if time has drifted you apart you still can make up for it by reminding your friend that you still love them. Buy Kokoleka Royal Fruit Center Filled Choco Assortments.",267.75
BB-18639,Fabric Conditioner - Ocean Breeze,unit,202.0,437.0,SparkleClean Distributors,7,Cleaning & Household,"Softouch Fabric Conditioner helps to retain the newness of your clothes longer. It prevents them from fading while retaining their shine and softness. Softouch also neutralises the damage done by harsh detergents and hard water, filling your life with fragrance at the same time. It provides an active Neem based solution that focuses on the anti-germ aspect along with anti-fading and shrinking. This is an advanced formulation that keeps clothes looking as good as new.",183.12
BB-18643,"Glass Set - Whiskey, Camilo",unit,1243.0,205.0,Modern Kitchen Co.,7,"Kitchen, Garden & Pets","This glass displays an elegant sense of style with its fine lines that blend the modern with the classic. It sits comfortably in the hand, which enhances the pleasure of drinking. It is suitable for drinking juices, cold drinks and water. These glasses are strong, durable and fit for serving at parties or can be used at home for daily use.",270.0
BB-18645,Sweet Chilli Tortilla Chips,unit,137.0,43.0,Britannia Regional Hub,7,Snacks & Branded Foods,"The great-tasting bold snack with a perfect crunch and a spicy-sweet chilli flavour. Doritos is the spark that ignites you to be bold. Tooth Rattling Crunch and intense flavours that ignite you to seize the moment and release your inner boldness. If you’re up to the challenge, grab a bag of DORITOS® Sweet Chilli tortilla chips and get ready for the experience. It’s a bold experience in snacking and beyond.",10.0
BB-18648,Fit Me Matte+Poreless Liquid Foundation,unit,161.0,33.0,PureSkin Essentials,7,Beauty & Hygiene,"In 16 unique shades and now in 4 tubes, Maybelline Fit Me Matte+Poreless Liquid Foundation is made to fit diverse Indian skin tones. The foundation is for normal to oily skin. It refines pores for a natural-looking matte finish. This foundation is tested dermatologically, allergy tested and non- comedogenic.• MATTE + PORELESS FOUNDATION: If you’re looking for a natural-looking, medium coverage liquid foundation, look no further. Available in 16 unique shades, you'll find a fit for every skin tone. It is the perfect foundation for normal to oily skin and refines pores for a natural, matte finish. • A SHADE THAT FITS ME: Maybelline Fit Me Foundation provides coverage for a wide array of skin tones. Use the foundation’s buildable coverage for a flawlessly matte, natural-looking, ""I woke up like this"" finish. • GET THAT FLAWLESS FACE: With the Fit Me Matte + Poreless Foundation, Concealer, Loose Finishing Powder and Blush, Maybelline New York’s Fit Me range has everything you need to put your best face forward.For best results, use with Maybelline Master Prime Primer to prep your skin for a flawless makeup application.",439.2
BB-18674,Caffeine Series - De Tan Coffee Face Scrub,unit,109.0,213.0,CareWell Distributors,1,Beauty & Hygiene,"Man Arden De-Tan Coffee Face Scrub has been specifically formulated to fix the issues of tanned male skin. Exposure to intense solar radiation, apart from darkening the complexion, speeds up skin ageing. The coffee bean-based face scrub helps in addressing the dual problem of skin tanning and photo-ageing. The effectiveness of the Coffee Face Scrub is augmented further with natural oils that restore the moisture lost from the skin and plant extracts that significantly boost the texture and tone of the skin. Gentle Yet Effective Scrub: Real Coffee Beans granules in the face scrub are perfectly sized to remove the dead skin without irritating the skin. You are assured of a comfortable scrubbing experience. The lactic acid in the scrub works as an exfoliating agent, helping in breaking down the damaged skin that gives you the tanned appearance. Lighter & Brighter Skin Tone: Carefully selected plant extracts are blended together to enhance the skin lightening effect of the face scrub. Liquorice helps in lightening dark spots and hyperpigmentation. Nutrient-rich moringa extract supports healthy renewal of skin cells, leading to increased skin radiance. Loaded with Antioxidant-Rich Botanicals Skin damaged by overexposure to solar radiation tends to age rapidly. Man Arden De-Tan Coffee Face Scrub is loaded with antioxidant-rich botanical extracts. Coffee bean extract is a superior source of free radical scavenging compounds. Green tea is a powerhouse of potent antioxidants. Vitamin E boosts the anti-ageing effect of the scrub. Hydrated & Nourished Skin: Watch your skin slowly transform into a gorgeous radiant canvas as you scrub off the dead skin and remove the deep-seated impurities. The face scrub packed with an array of natural moisturizing agents such as aloe vera, sweet almond oil, olive oil, grape seed oil and shea butter helps the dehydrated skin regains its hydration. As a result, your skin feels soft and looks smooth. Help remove tan and reveals clear, smooth, even and radiant complexion.",349.0
